name,region,variety,rating,notes
Heitz Cellar Martha's Vineyard Cabernet Sauvignon 2007,"Napa Valley, California",Red Wine,94.0,"Pure and concentrated, Martha's Vineyard Cabernet Sauvignon shares the unique beauty of its Napa Valley terroir with its lush varietal aroma. This is a well-integrated wine with a generous core of dark, rich fruit, lightly balanced with mint. Layers of black cherry flavor unfold gracefully across the palate, building to a long, lovely finish."
A to Z Riesling 2014,"Rogue Valley, Oregon",White Wine,90.0,"Initial aromas of the 2014 A to Z Oregon Riesling are of pear, apple sauce, and kiwi followed by candied rose petal, lime leaf, clove and mace. Juicy and textured with off-dry sweetness, the wine has good weight and balance while finishing long with zippy acidity and lingering ripe fruit flavors. A versatile food wine, the A to Z Riesling pairs exceptionally well with spicy dishes."
Bogle Petite Sirah 1999,California,Red Wine,88.0,"The extended warm autumn weather that followed a cooler than average summer in 1999 combined to produce one of the most desirable grape growing seasons on record. Red grapes in particular showed all of their potential this vintage, with Petite Sirah being no exception. Excellent depth of fruit and body weight contribute to a delicious balance with soft tannins and oak subtleties, making the 1999 Bogle Petite Sirah a wine to be sought after and enjoyed."
Jansz Cuvee 2010,"Tasmania, Australia",Sparkling & Champagne,90.0,"Gorgeous yeast ageing greets the nose along with toast, brioche and cream, whilst the tongue embraces quince, honeysuckle and classic notes of ripe lemon. Expect a hint of strawberry and rosewater from the Pinot Noir too. Very pale gold with a delicate bead. Aromas of lemon curd and white flowers with underlying hints of freshly baked brioche and clotted cream. Elegant, layered and powerful with creme brulee notes and candied citrus peel."
Kendall-Jackson Grand Reserve Syrah 1999,"Sonoma County, California",Red Wine,87.0,"The deep rich color of our Grand Reserve Syrah signals the intense chewy fruit to come. Huge on the palate, the big jammy berry flavors are balanced with rich mouthfilling tannins that round to a long lingering finish. "
Columbia Winery Cabernet Sauvignon 1999,"Columbia Valley, Washington",Red Wine,86.0,"Deep ruby red. Aroma of red cherry and berry backed by herb, smoked meat and a touch of toasty oak. Palate shows finesse, ripe silk, tannins and an attractive persistant aftertaste."
Baxter Oppenlander Pinot Noir 2012,"Mendocino, California",Red Wine,90.0,"Located near the town of Comptche, only nine miles from the Pacific Ocean, the Oppenlander vineyard is rapidly becoming one of the most celebrated vineyards in Mendocino. Planted on it's own roots, the vines seamlessly uptake nutrients, ripening beautifully and producing grapes with a unique local identity. The slightly cooler climate helps this vineyard produce a wine with an intense backbone and a vivid color, without overpowering the delicate aromas and smooth mouthfeel desirable in a Pinot Noir."
Chateau Palmer (Futures Pre-Sale) 2018,"Margaux, Bordeaux, France",Red Wine,99.0,"Blend: 53% Cabernet Sauvignon, 40% Merlot and 7% Petit Verdot"
Langmeil Hangin Snakes Shiraz Viognier 2007,"Barossa Valley, Barossa, South Australia, Australia",Red Wine,90.0,"Very deep crimson in color with purple hues. Lifted, sweet, satsuma plum, raspberry and peach aromas dominate with hints of biscuity french oak. Lovely sweet fruit gives a full, rich mouthfeel and is balanced with briary spice and fine drying tannins. The combination brings about a luscious, fruit driven wine with an extremely long finish."
Finca Flichman Reserva Malbec 2010,Argentina,Red Wine,87.0,"A deep red, almost black color. Aromas combine red forest fruits, nuts and vanilla. Full-bodied with sweet tannins. The finish is long and persistent."
Larkmead LMV Salon 2015,"Napa Valley, California",Red Wine,92.0,"Cabernet Franc has historically played a supporting role in the LMV Salon blend. It is a noble variety, but one with an uneven history in Napa Valley, both qualitatively and stylistically. Here at Larkmead, there is success in planting Cabernet Franc in heavier, richer soils. Moving forward, the goal is to allow this wine to differentiate itself by including a higher percentage of Cabernet Franc (up to 70%); this will elevate the variety’s complimentary characteristics (spice, herb) to Cabernet Sauvignon and produce a blend that best communicates the complexity of the estate.Mother nature had the most dramatic impact on ourCabernet and Cabernet Franc parcels in 2015 as our yieldswere down by 25%. This resulted in a concentrated wine,which is almost opaque in hue. Even the nose is powerful,with dark, brooding, black fruits complimented by lifted scents of rose and licorice. A longer linger over the glass reveals notes of chocolate covered espresso bean, which is echoed in the finish.Though the aromas are dense, the palate of this wine is transparent and pure. Its core of raspberry and red licorice evolves into bay leaf, cured meats, and winter spices.This is a classically structured wine, with a freshness on the palate that seem to belong to a cooler vintage – a remarkable accomplishment in such a hot year. The high levels of Cabernet Franc have transformed this cuvee intoan especially exotic, food-friendly wine."
Bergstrom Cumberland Reserve Pinot Noir 2009,"Willamette Valley, Oregon",Red Wine,92.0,"The 2009 Cumberland Reserve is a blend of some of Oregon's greatest vineyard sites & appellations. This wine showcases the ripe, lush, ""drinkme- now"" character of this attractive vintage. Starting with milk chocolate, cherry & oak spice aromas, this wine evolves slowly in the glass, eventually showing grilled meat & roasted herb undertones making this wine very complex in the nose. Suave & silky in the mouth, with a generous ripe & sweet red and black fruit profile. It showcases cherry & raspberry fruit with a balanced control to this wine's sheer opulence. This wine will be great upon release with barbecue, meat dishes & cheese plates as well as rich pasta dishes & game. Drink now-2016."
Broadbent Verdelho Medium Dry Madeira 1954,Portugal,,91.0,Made from the finest Verdelho grapes of the 1954 vintage. The wonderful length with very dry finish of this vintage Madeira makes it suitable for serving as a splendid aperitif or appetizer wine.  
De Morgenzon DMZ Chardonnay 2013,South Africa,White Wine,90.0,"DMZ Chardonnay offers alluring citrus and tropical fruit aromas segue into a lush, concentrated palate. Ripe flavors of peach, pineapple and citrus are tinged with delicate hints of vanilla, butterscotch, caramel and toast, all backed by bright acidity and a beautiful minerally edge."
Artesa Reserve Sauvignon Blanc 1998,"Napa Valley, California",White Wine,90.0,"This Reserve Sauvignon Blanc displays abundant varietal fruit aromas of citrus blossoms, honeydew melon, fig, grapefruit and ripe pear. On the mouth, the wine is round and rich yet nicely structured, with a wealth of sweet lemon-lime flavors mingling with tropical fruit and just a hint of well-integrated oak spice."
Frescobaldi Castelgiocondo Brunello di Montalcino 2005,"Montalcino, Tuscany, Italy",Red Wine,90.0,"The wine appears a garnet-edged, deep ruby red, notably luminous and vibrant. A multi-layered, rich nose first offers a broad array of aromas, including wild red berry, and darker-fleshed fruit such as dried plum, blackcurrant, and blackberry, nicely lifted by subtle hints of sweet violets, dogwood blossom, vanilla and other spices. Last to emerge are pungent nuances of roasted espresso bean, cocoa powder, and tobacco leaf. The palate is alcoholically warm, with a velvety mouthfeel, while a lively acidity and tasty, fine-grained tannins contribute to an exemplary balance. Subtle fruit notes enrich a very long-lingering finish. "
Birichino Saint Georges Old Vines Zinfandel 2015,"Central Coast, California",Red Wine,90.0,"Planted by a bootlegger in 1922, and farmed continuously from father to son by the Besson family for the past ninety years. Fermented in stainless with native yeast, cellared in neutral barrels, bottled unfiltered. No fire-breathing necessary, but handy around barbeque pits."
Chateau de Fieuzal 2005,"Pessac-Leognan, Bordeaux, France",Red Wine,90.0,"An exceptional wine, of notable complexity and finesse. Rich, deep red in color, with flavors of prune, blackcurrant and tobacco leaf, as well as a hint of truffle. In the mouth the wine is rich and generous, but balanced by good acidity which gives it the long finish so characteristic of Fieuzal's very best vintages. "
Joseph Drouhin Pommard 2009,"Burgundy, France",Red Wine,91.0,"A great Burgundy, worthy of its reputation. An intense, bright, red color; a powerful nose, with notes of black cherry and spice, evolving towards aromas of young leather. On the palate, the tannins give a certain impression of firmness, somewhat softened by a nice, harmonious texture. Persistent flavors in the aftertaste."
Calina Cabernet Sauvignon 2005,Chile,Red Wine,86.0,The composition of this Cabernet Sauvignon is one of the most challenging and interesting that Calina has produced in recent years.  This wine is a blend of 3 different terroirs with 3 different styles. 
Celler Pasanau Priorat Ceps Nous 2005,"Priorat, Spain",Red Wine,91.0,"Garnacha, Merlot, Mazuelo and Syrah, including fruit from Pasanau's youngest vines in La Morera. Aged in third- and fourth-year American and French oak from three to six months according to variety. Impressively concentrated, round and elegant, the succulent 2005 vintage follows an enormously successful 2003 debut."
Bond Melbury 2013,"Napa Valley, California",Red Wine,97.0,"The name Melbury is in homage to an historic area in London, where the estate owners reside much of the year. Since its debut with the 1999 vintage, the consistent hallmarks of Melbury have been plush red fruits (currants, bing cherries), redolent with spice and the scent of violets. Elegance and a supple texture define the structure of this wine. The particular exposition of this rocky 7-acre hillside vineyard is southerly overlooking Lake Hennessey, allowing the vines to capture the morning sun yet moderating afternoon temperatures."
